Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
175;Danny Green;SG;35;6;8;0;11.ruj;2.tra;4.kol;0.5;1.lip;3.lip;0.448;0.8;1.sij;0.667;0.671;0.1;0.1;1;0.3;1;1.ožu;0.5;0.6;0.4;0.9;1.ožu;6.svi
176;Draymond Green;PF;32;10;73;73;31.svi;3.tra;6.svi;0.527;0.5;1.kol;0.305;2.ruj;4.srp;0.612;0.57;1.sij;1.svi;0.713;0.9;6.ožu;7.vlj;6.kol;1;0.8;2.kol;3.sij;8.svi
177;Jalen Green;SG;20;11;76;76;34.2;7.tra;17.ruj;0.416;2.svi;7.ožu;0.338;5;10.lip;0.471;0.485;4.kol;6.sij;0.786;0.6;3.vlj;3.srp;3.srp;0.8;0.2;2.lip;1.srp;22.sij
178;JaMychal Green;PF;32;10;57;1;14;2.tra;4.tra;0.54;0.7;1.ruj;0.378;1.lip;2.svi;0.667;0.623;0.9;1.vlj;0.776;1.ožu;2.ožu;3.lip;0.9;0.4;0.4;0.9;1.kol;6.tra
179;Javonte Green;SG;29;5;32;1;15;1.ruj;3.tra;0.565;0.4;1.sij;0.371;1.svi;2.ožu;0.658;0.625;0.9;1.tra;0.667;0.8;1.ruj;2.kol;0.7;0.8;0.7;0.6;1.lip;5.vlj
180;Jeff Green;PF;36;8;56;4;19.svi;2.ruj;5.ruj;0.488;0.5;1.ruj;0.288;2.ožu;4;0.58;0.534;1.lip;2.sij;0.744;0.7;1.ruj;2.lip;1.vlj;0.3;0.3;0.8;1.kol;7.kol
181;Josh Green;SG;22;7;60;21;25.srp;3.tra;6.tra;0.537;1.sij;2.kol;0.402;2.ožu;3.lip;0.643;0.626;1.sij;1.lip;0.723;0.9;2.sij;3;1.srp;0.7;0.1;1.vlj;2.lip;9.sij
182;AJ Griffin;SF;19;1;72;12;19.svi;3.tra;7.tra;0.465;1.tra;3.lip;0.39;2;3.kol;0.536;0.56;0.6;0.7;0.894;0.5;1.lip;2.sij;1;0.6;0.2;0.6;1.vlj;8.ruj
183;Blake Griffin;C;33;2;41;16;13.ruj;1.svi;3.vlj;0.485;0.6;1.lip;0.348;1;1.lip;0.625;0.573;0.5;0.8;0.656;1.sij;2.lip;3.kol;1.svi;0.3;0.2;0.5;1.kol;4.sij
184;Quentin Grimes;SG;22;20;71;66;29.ruj;4;8.svi;0.468;2.vlj;5.srp;0.386;1.kol;2.srp;0.641;0.599;1.sij;1.tra;0.796;0.7;2.svi;3.vlj;2.sij;0.7;0.4;1;2.svi;11.ožu
185;Rui Hachimura;PF;24;0;63;9;23.ožu;4.svi;9.ožu;0.486;0.8;2.svi;0.319;3.srp;6.srp;0.55;0.53;1.tra;1.ruj;0.739;0.8;3.srp;4.svi;0.9;0.3;0.4;0.8;1.sij;11.vlj
185;Rui Hachimura;PF;24;30;30;0;24.ožu;5.ožu;10.kol;0.488;1;3;0.337;4.ožu;7.kol;0.545;0.534;1.svi;1.ruj;0.759;0.6;3.lip;4.ožu;1.vlj;0.4;0.4;1.vlj;1.ožu;13
185;Rui Hachimura;PF;24;14;33;9;22.tra;3.kol;7.ruj;0.485;0.6;2.vlj;0.296;3.vlj;5.srp;0.556;0.525;1.ožu;1.kol;0.721;1;3.srp;4.srp;0.7;0.2;0.4;0.5;1;9.lip
186;Tyrese Haliburton;PG;22;12;56;56;33.6;7.tra;15;0.49;2.ruj;7.vlj;0.4;4.svi;7.kol;0.572;0.586;3.sij;3.lip;0.871;0.6;3.sij;3.srp;10.tra;1.lip;0.4;2.svi;1.vlj;20.srp
187;Jordan Hall;SF;21;27;9;0;9.vlj;1;3.sij;0.321;0.3;1.srp;0.2;0.7;1.tra;0.462;0.375;0.8;1;0.778;0.3;1;1.ožu;1.vlj;0.1;0;0.8;0.7;3.sij
188;R.J. Hampton;PG;21;0;47;3;16;2.vlj;5;0.43;0.9;2.svi;0.353;1.ožu;2.lip;0.504;0.517;1.vlj;1.lip;0.75;0.4;1.svi;1.ruj;1.sij;0.6;0.2;0.9;1.sij;6.tra
188;R.J. Hampton;PG;21;22;26;0;13.ruj;1.ruj;4.tra;0.439;0.7;2;0.34;1.vlj;2.ožu;0.525;0.518;1.vlj;1.tra;0.838;0.3;1.vlj;1.svi;1.ožu;0.6;0.2;0.8;0.8;5.srp
188;R.J. Hampton;PG;21;9;21;3;18.svi;2.svi;5.ruj;0.423;1.sij;3;0.365;1.tra;2.ruj;0.483;0.516;1.vlj;1.ruj;0.667;0.4;1.ruj;2.ožu;1;0.5;0.2;1;1.tra;7.ožu
189;Tim Hardaway Jr.;SG;30;7;71;45;30.ožu;4.kol;11.ruj;0.401;3;7.srp;0.385;1.kol;4.vlj;0.431;0.527;1.kol;2.ožu;0.77;0.3;3.vlj;3.svi;1.kol;0.7;0.2;0.8;1.srp;14.tra
190;James Harden;PG;33;23;58;58;36.8;6.tra;14.svi;0.441;2.kol;7.vlj;0.385;3.lip;7.ožu;0.495;0.536;5.tra;6.vlj;0.867;0.7;5.tra;6.sij;10.srp;1.vlj;0.5;3.tra;1.ruj;21
191;Jaden Hardy;SG;20;7;48;5;14.kol;3;6.ruj;0.438;1.ožu;3.ožu;0.404;1.srp;3.srp;0.469;0.533;1.tra;1.lip;0.823;0.2;1.lip;1.ruj;1.tra;0.4;0.1;1;1.ožu;8.kol
192;Ron Harper Jr.;SF;22;28;9;0;5.ožu;0.9;1.kol;0.5;0.3;1;0.333;0.6;0.8;0.714;0.594;0.1;0.1;1;0.3;0.4;0.8;0.4;0;0.1;0;0.3;2.vlj
193;Montrezl Harrell;C;29;23;57;7;11.ruj;2.vlj;3.srp;0.598;0;0.1;0;2.vlj;3.lip;0.616;0.598;1.vlj;1.kol;0.693;1.vlj;1.lip;2.kol;0.6;0.3;0.4;0.6;1.ožu;5.lip
194;Gary Harris;SG;28;22;48;42;24.srp;2.ruj;6.tra;0.45;2;4.svi;0.431;0.9;1.ruj;0.494;0.603;0.6;0.6;0.9;0.4;1.lip;2;1.vlj;0.9;0.3;0.6;1.ruj;8.ožu
195;Joe Harris;SG;31;3;74;33;20.lip;2.srp;5.ruj;0.457;1.ruj;4.svi;0.426;0.8;1.tra;0.551;0.618;0.2;0.4;0.643;0.3;1.ruj;2.vlj;1.tra;0.5;0.2;0.6;1.ruj;7.lip
196;Kevon Harris;SG;25;22;34;0;13.tra;1.tra;3.sij;0.439;0.5;1.ožu;0.372;0.9;1.ruj;0.484;0.514;0.9;1.vlj;0.756;0.8;1.vlj;2.sij;0.5;0.5;0.1;0.6;1.lip;4.sij
197;Tobias Harris;PF;30;23;74;74;32.9;5.srp;11.tra;0.501;1.srp;4.tra;0.389;4;7;0.57;0.575;1.svi;1.srp;0.876;0.9;4.kol;5.srp;2.svi;0.9;0.5;1.vlj;2;14.srp
198;Shaquille Harrison;SG;29;25;5;0;24;3;7.vlj;0.417;0.6;2;0.3;2.tra;5.vlj;0.462;0.458;2.vlj;3;0.733;0.2;4.vlj;4.tra;6;2.vlj;0.4;1.vlj;2.tra;8.kol
199;Josh Hart;SF-SG;27;0;76;52;32.3;3.lip;6.kol;0.529;0.8;2.vlj;0.372;2.kol;4.srp;0.601;0.588;1.srp;2.ožu;0.75;1.ruj;5.ruj;7.kol;3.kol;1.vlj;0.3;1.svi;2.lip;9.kol
199;Josh Hart;SF;27;25;51;51;33.4;3.lip;7.sij;0.504;0.7;2.vlj;0.304;2.ruj;4.ruj;0.594;0.551;1.srp;2.ožu;0.731;1.ruj;6.ožu;8.vlj;3.ruj;1.sij;0.2;1.svi;2.lip;9.svi
199;Josh Hart;SG;27;20;25;1;30;3.srp;6.ožu;0.586;1.sij;2.sij;0.519;2.lip;4.vlj;0.619;0.672;1.kol;2.ožu;0.789;1.ruj;5.vlj;7;3.lip;1.tra;0.5;1.svi;2.svi;10.vlj
200;Isaiah Hartenstein;C;24;20;82;8;19.kol;2.sij;4;0.535;0.1;0.5;0.216;2;3.svi;0.576;0.547;0.6;0.9;0.676;2.svi;4;6.svi;1.vlj;0.6;0.8;0.8;2.lip;5
201;Udonis Haslem;C;42;16;7;1;10.sij;1.tra;4.sij;0.345;0.4;1.ožu;0.333;1;2.ruj;0.35;0.397;0.6;0.7;0.8;0.6;1;1.lip;0;0.1;0.3;0.1;1.lip;3.ruj
202;Sam Hauser;PF;25;2;80;8;16.sij;2.ožu;5;0.455;1.kol;4.vlj;0.418;0.5;0.8;0.656;0.631;0.2;0.2;0.706;0.4;2.sij;2.lip;0.9;0.4;0.3;0.4;1.vlj;6.tra
203;Jaxson Hayes;C;22;19;47;2;13;1.kol;3.ožu;0.551;0.1;0.6;0.103;1.kol;2.srp;0.654;0.561;1.vlj;1.kol;0.699;0.8;2;2.kol;0.7;0.4;0.4;0.7;1.tra;5
204;Killian Hayes;PG;21;9;76;56;28.ožu;4;10.srp;0.377;1.sij;3.kol;0.28;3;7;0.429;0.426;1.vlj;1.svi;0.821;0.4;2.svi;2.ruj;6.vlj;1.tra;0.4;2.ožu;2.ruj;10.ožu
205;Gordon Hayward;SF;32;4;50;50;31.svi;5.svi;11.lip;0.475;1;3.vlj;0.325;4.svi;8.tra;0.532;0.52;2.lip;3.vlj;0.811;0.7;3.lip;4.ožu;4.sij;0.8;0.2;2;1.tra;14.srp
206;Juancho Hernangómez;PF;27;28;42;10;14.lip;1.sij;2.srp;0.421;0.4;1.lip;0.254;0.7;1.sij;0.66;0.496;0.2;0.4;0.563;0.6;2.ožu;2.ruj;0.6;0.4;0.1;0.4;1;2.ruj
207;Willy Hernangómez;C;28;19;38;2;12.sij;2.ožu;4.tra;0.527;0.1;0.3;0.273;2.ožu;4.vlj;0.544;0.536;2.sij;2.srp;0.779;1.svi;3.vlj;4.srp;0.9;0.4;0.3;1;1.srp;6.ruj
208;Tyler Herro;SG;23;16;67;67;34.9;7.ožu;16.lip;0.439;3;8;0.378;4.vlj;8.svi;0.497;0.531;2.svi;2.srp;0.934;0.4;5;5.tra;4.vlj;0.8;0.2;2.tra;1.svi;20.sij
209;Buddy Hield;SF;30;12;80;73;31;5.ruj;13;0.458;3.lip;8.svi;0.425;2.ožu;4.svi;0.518;0.596;1.ožu;1.lip;0.822;0.8;4.vlj;5;2.kol;1.vlj;0.3;1.srp;2;16.kol
210;Haywood Highsmith;SF;26;16;54;11;17.ruj;1.srp;4;0.431;0.7;2;0.339;1;2;0.523;0.516;0.2;0.5;0.464;1.sij;2.tra;3.svi;0.8;0.7;0.3;0.8;1.svi;4.tra
211;George Hill;PG;36;0;46;1;18.sij;1.srp;3.lip;0.47;0.7;2.sij;0.358;1;1.svi;0.62;0.572;0.9;1.vlj;0.764;0.3;1.svi;1.kol;2.tra;0.6;0.1;0.7;1.vlj;5
211;George Hill;PG;36;17;35;0;19.sij;1.srp;3.kol;0.447;0.7;2.sij;0.311;1;1.srp;0.621;0.534;1;1.ožu;0.739;0.4;1.svi;1.ruj;2.svi;0.5;0.1;0.8;1.vlj;5
211;George Hill;PG;36;12;11;1;15.sij;1.srp;3.sij;0.559;1;1.ruj;0.524;0.7;1.vlj;0.615;0.721;0.7;0.8;0.889;0.2;1.svi;1.lip;1.ruj;0.6;0.3;0.6;1.ožu;5.vlj
212;Malcolm Hill;SF;27;5;5;0;1.kol;0.4;0.8;0.5;0.2;0.6;0.333;0.2;0.2;1;0.625;0;0;0;0;0.6;0.6;0;0;0;0;0.2;1
213;Aaron Holiday;PG;26;1;63;6;13.tra;1.svi;3.svi;0.418;0.6;1.tra;0.409;0.9;2.sij;0.424;0.5;0.4;0.5;0.844;0.4;0.8;1.vlj;1.tra;0.6;0.2;0.6;1.ožu;3.ruj
214;Jrue Holiday;PG;32;17;67;65;32.6;7.ožu;15.ožu;0.479;2.tra;6.sij;0.384;5;9.sij;0.542;0.556;2.ožu;2.lip;0.859;1.vlj;3.ruj;5.sij;7.tra;1.vlj;0.4;2.ruj;1.srp;19.ožu
215;Justin Holiday;SG;33;0;46;2;15.ožu;1.srp;4.tra;0.377;1;3.sij;0.322;0.7;1.ožu;0.508;0.49;0.1;0.2;0.625;0.1;1.sij;1.vlj;0.9;0.4;0.4;0.5;1.svi;4.svi
215;Justin Holiday;SG;33;1;28;0;14.srp;1.srp;4.svi;0.384;1.sij;3.sij;0.345;0.6;1.tra;0.474;0.504;0;0;0;0.1;0.8;0.8;0.9;0.2;0.4;0.4;1.ožu;4.svi
215;Justin Holiday;SG;33;7;18;2;16.tra;1.lip;4.tra;0.367;0.9;3.sij;0.286;0.7;1.ožu;0.565;0.468;0.3;0.4;0.625;0.2;1.lip;1.kol;0.9;0.8;0.5;0.6;1.srp;4.tra
216;Richaun Holmes;C;29;26;42;1;8.ožu;1.ožu;2.sij;0.618;0.1;0.2;0.625;1.vlj;1.ruj;0.617;0.646;0.4;0.5;0.789;0.7;1.vlj;1.ruj;0.2;0.1;0.3;0.3;1.vlj;3.sij
217;Al Horford;C;36;2;63;63;30.svi;3.lip;7.lip;0.476;2.ožu;5.vlj;0.446;1.ožu;2.tra;0.539;0.627;0.2;0.3;0.714;1.vlj;5;6.vlj;3;0.5;1;0.6;1.ruj;9.kol
218;Talen Horton-Tucker;SG;22;29;65;20;20.vlj;4;9.tra;0.419;0.9;3.sij;0.286;3.sij;6.ožu;0.485;0.467;1.ruj;2.lip;0.75;0.6;2.lip;3.vlj;3.kol;0.6;0.4;1.ruj;1.srp;10.srp
219;Danuel House Jr.;SF;29;23;56;5;14.tra;1.srp;3.svi;0.472;0.7;2;0.336;1;1.lip;0.644;0.566;0.8;1.sij;0.75;0.2;1.svi;1.srp;0.8;0.3;0.2;0.5;1.vlj;4.kol
220;Caleb Houstan;SF;20;22;51;4;15.ruj;1.ožu;3.lip;0.363;0.9;2.srp;0.338;0.4;0.9;0.435;0.489;0.3;0.4;0.833;0.7;1.ožu;1.ruj;0.6;0.2;0.1;0.4;1.vlj;3.kol
221;Trevor Hudgins;PG;23;11;5;0;5.lip;0.4;1.kol;0.222;0.4;1.lip;0.25;0;0.2;0;0.333;0.6;0.6;1;0;0;0;0.6;0;0;0.2;0.2;1.kol
222;Kevin Huerter;SG;24;26;75;75;29.tra;5.lip;11.svi;0.485;2.srp;6.kol;0.402;2.ruj;4.srp;0.604;0.603;1.ožu;1.srp;0.725;0.6;2.kol;3.ožu;2.ruj;1.sij;0.3;1.ožu;2.tra;15.vlj
223;Jay Huff;C;24;30;7;0;13.lip;2.sij;3.lip;0.6;0.9;1.srp;0.5;1.ožu;1.ruj;0.692;0.72;2.sij;2.ožu;0.938;0.9;2.sij;3;1.tra;0.4;0.6;0.7;2.sij;7.ožu
224;De'Andre Hunter;SF;25;1;67;67;31.srp;5.srp;12.ožu;0.461;1.svi;4.ožu;0.35;4.vlj;8;0.521;0.522;2.lip;3.sij;0.826;0.7;3.lip;4.vlj;1.tra;0.5;0.3;1.vlj;3;15.tra
225;Bones Hyland;PG;22;0;56;1;19.tra;4.sij;10.vlj;0.399;2.sij;5.lip;0.371;2;4.lip;0.434;0.502;1.svi;1.kol;0.843;0.4;2.sij;2.tra;3.sij;0.7;0.3;1.svi;1.srp;11.kol
225;Bones Hyland;PG;22;8;42;1;19.svi;4.sij;10.ožu;0.399;2.vlj;5.srp;0.378;2;4.lip;0.425;0.503;1.srp;2;0.866;0.2;1.kol;2;3;0.7;0.3;1.lip;1.lip;12.sij
225;Bones Hyland;PG;22;13;14;0;18.ruj;3.ruj;9.kol;0.401;1.ruj;5.ožu;0.351;2.sij;4.svi;0.46;0.496;1.sij;1.tra;0.75;0.7;2.kol;3.svi;3.tra;0.8;0.1;1.sij;2.sij;10.kol
226;Serge Ibaka;C;33;17;16;0;11.lip;1.lip;3.tra;0.481;0.4;1.sij;0.333;1.ožu;2.ožu;0.556;0.537;0.5;0.8;0.615;0.9;1.kol;2.kol;0.3;0.1;0.4;0.7;1.tra;4.sij
227;Andre Iguodala;SF;39;10;8;0;14.sij;0.9;1.ruj;0.467;0.1;1.sij;0.111;0.8;0.8;1;0.5;0.3;0.4;0.667;0.4;1.kol;2.sij;2.tra;0.5;0.4;1.sij;1.tra;2.sij
228;Joe Ingles;SF;35;17;46;0;22.srp;2.ožu;5.tra;0.435;1.kol;4.tra;0.409;0.5;1;0.556;0.603;0.4;0.5;0.857;0.3;2.svi;2.kol;3.ožu;0.7;0.1;1.vlj;1.lip;6.ruj
229;Brandon Ingram;SF;25;19;45;45;34.2;9;18.lip;0.484;1.tra;3.lip;0.39;7.lip;14.ruj;0.507;0.522;5.ožu;6;0.882;0.5;5;5.svi;5.kol;0.7;0.4;3.ožu;2.lip;24.srp
230;Kyrie Irving;PG;30;0;60;60;37.4;9.ruj;20.sij;0.494;3.sij;8.ožu;0.379;6.kol;11.kol;0.574;0.572;4.sij;4.lip;0.905;1;4.sij;5.sij;5.svi;1.sij;0.8;2.sij;2.kol;27.sij
230;Kyrie Irving;PG;30;3;40;40;37;10;20.svi;0.486;3.ožu;8.srp;0.374;6.srp;11.kol;0.569;0.565;4;4.svi;0.883;1;4.vlj;5.sij;5.ožu;1;0.8;2.ožu;2.srp;27.sij
230;Kyrie Irving;PG;30;7;20;20;38.2;9.kol;19.vlj;0.51;2.ruj;7.tra;0.392;6.ruj;11.kol;0.585;0.586;4.svi;4.srp;0.947;1.sij;4;5;6;1.ožu;0.6;1.ruj;2.kol;27
231;Jonathan Isaac;PF;25;22;11;0;11.ožu;2;4.kol;0.415;0.5;1.tra;0.4;1.svi;3.svi;0.421;0.472;0.5;0.8;0.556;1.tra;2.lip;4;0.5;1.ožu;0.4;0.4;0.5;5
232;Jaden Ivey;SG;20;9;74;73;31.sij;5.svi;13.ožu;0.416;1.lip;4.srp;0.343;3.ruj;8.lip;0.457;0.477;3.lip;4.kol;0.747;1;2.ruj;3.ruj;5.vlj;0.8;0.2;3.vlj;3.ožu;16.ožu
233;Frank Jackson;PG;24;29;1;0;5;0;3;0;0;1;0;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0
234;Isaiah Jackson;C;21;12;63;12;16.svi;2.kol;5;0.563;0;0.2;0.143;2.kol;4.kol;0.582;0.566;1.svi;2.ožu;0.651;1.kol;2.srp;4.svi;0.8;0.5;1.svi;0.8;2.tra;7.vlj
235;Jaren Jackson Jr.;C;23;15;63;63;28.tra;6.lip;13;0.506;1.lip;4.svi;0.355;5;8.lip;0.585;0.567;3.kol;4.ruj;0.788;1.srp;5;6.kol;1;1;3;1.srp;3.lip;18.lip
236;Justin Jackson;SF;27;2;23;0;4.srp;0.3;1.vlj;0.259;0.2;0.9;0.25;0.1;0.3;0.286;0.352;0;0.1;0.5;0.1;0.7;0.7;0.4;0.2;0.2;0.1;0.3;0.9
237;Quenton Jackson;PG;24;30;9;0;15;2.sij;4.srp;0.452;0.1;1.ožu;0.083;2;3.ožu;0.6;0.464;1.ruj;2.tra;0.773;0.2;0.7;0.9;1.srp;0.4;0.1;0.4;1.sij;6.vlj
238;Reggie Jackson;PG;32;0;68;40;24.tra;3.ruj;9.tra;0.411;1.tra;4.vlj;0.333;2.svi;5.vlj;0.474;0.486;1;1.sij;0.91;0.4;1.kol;2.sij;3.tra;0.7;0.1;1.srp;1.srp;10.vlj
238;Reggie Jackson;PG;32;13;52;38;25.srp;4.sij;9.kol;0.418;1.svi;4.vlj;0.35;2.lip;5.lip;0.469;0.493;1.vlj;1.ožu;0.924;0.4;1.kol;2.vlj;3.svi;0.7;0.1;1.kol;1.kol;10.ruj
238;Reggie Jackson;PG;32;8;16;2;19.ruj;3.sij;8;0.383;1.vlj;4.ožu;0.279;1.ruj;3.kol;0.5;0.457;0.6;0.8;0.833;0.2;1.lip;1.kol;3.sij;0.6;0.1;1.vlj;1.tra;7.ruj
239;LeBron James;PF;38;14;55;54;35.5;11.sij;22.vlj;0.5;2.vlj;6.ruj;0.321;8.ruj;15.ožu;0.58;0.549;4.lip;5.ruj;0.768;1.vlj;7.sij;8.ožu;6.kol;0.9;0.6;3.vlj;1.lip;28.ruj
240;Ty Jerome;SG;25;10;45;2;18.sij;2.lip;5.tra;0.488;0.8;2;0.389;1.kol;3.tra;0.546;0.56;0.8;0.9;0.927;0.2;1.lip;1.srp;3;0.5;0.1;0.7;1.tra;6.ruj
241;Isaiah Joe;SG;23;21;73;10;19.sij;3.sij;7;0.441;2.vlj;5.tra;0.409;0.9;1.lip;0.553;0.599;1.sij;1.tra;0.82;0.4;2;2.tra;1.vlj;0.7;0.1;0.5;1.tra;9.svi
242;Alize Johnson;PF;26;27;4;0;7.svi;0.8;1.svi;0.5;0;0.5;0;0.8;1;0.75;0.5;0.3;0.5;0.5;0.5;2;2.svi;0.3;0.3;0;1;0.8;1.kol
243;Cameron Johnson;PF;26;0;42;41;28.svi;5.ožu;11.ožu;0.47;2.svi;6.sij;0.404;2.ruj;5.vlj;0.548;0.579;2.tra;2.ruj;0.842;0.8;3.lip;4.tra;1.ruj;1.vlj;0.3;0.9;2;15.svi
243;Cameron Johnson;PF;26;24;17;16;25.vlj;4.kol;10.vlj;0.474;2.lip;5.kol;0.455;2.vlj;4.tra;0.5;0.604;1.lip;1.ruj;0.818;0.8;3;3.kol;1.svi;0.9;0.4;0.6;1.srp;13.ruj
243;Cameron Johnson;PF;26;3;25;25;30.kol;5.lip;12;0.468;2.ožu;6.vlj;0.372;3.ožu;5.kol;0.572;0.565;3;3.svi;0.851;0.8;4;4.kol;2.sij;1.tra;0.3;1.sij;2.vlj;16.lip
244;Jalen Johnson;SF;21;1;70;6;14.ruj;2.ožu;4.lip;0.491;0.4;1.svi;0.288;1.kol;3.sij;0.587;0.537;0.7;1.sij;0.628;0.7;3.ožu;4;1.vlj;0.5;0.5;0.6;1.lip;5.lip
245;James Johnson;PF;35;12;18;1;9;1.vlj;2.srp;0.449;0.2;0.8;0.2;1.sij;1.ruj;0.559;0.48;0.2;0.4;0.5;0.2;1.tra;1.srp;0.8;0.4;0.3;0.4;1.kol;2.kol
246;Keldon Johnson;SF;23;27;63;63;32.7;8;17.srp;0.452;2.sij;6.svi;0.329;5.ruj;11.vlj;0.523;0.512;3.ruj;5.vlj;0.749;0.9;4.vlj;5;2.ruj;0.7;0.2;2.sij;2;22
247;Keon Johnson;SG;20;25;40;0;10.tra;1.srp;4.svi;0.376;0.7;2;0.346;1;2.tra;0.402;0.455;0.7;1;0.659;0.3;0.8;1.sij;1.svi;0.5;0.2;1.sij;1.sij;4.srp
248;Stanley Johnson;SF;26;27;30;0;15.lip;2.vlj;4.sij;0.533;0.6;1.ožu;0.45;1.lip;2.srp;0.573;0.607;0.9;1.ožu;0.667;0.7;2.tra;3.vlj;2.vlj;0.5;0.2;1.sij;1.lip;5.kol
249;Nikola Joki?;C;27;8;69;69;33.7;9.tra;14.kol;0.632;0.8;2.vlj;0.383;8.svi;12.srp;0.675;0.66;4.ruj;6;0.822;2.tra;9.tra;11.kol;9.kol;1.ožu;0.7;3.lip;2.svi;24.svi
250;Carlik Jones;PG;25;5;7;0;8;0.9;2.sij;0.4;0.4;0.9;0.5;0.4;1.ožu;0.333;0.5;0.7;1.sij;0.625;0.1;0.6;0.7;0.9;0.3;0;0.3;0.3;2.ruj
251;Damian Jones;C;27;0;41;1;11.lip;1.ožu;2.sij;0.64;0.2;0.4;0.588;1.sij;1.srp;0.652;0.698;0.5;0.7;0.759;1;2;3;0.4;0.2;0.5;0.6;1.ožu;3.svi
251;Damian Jones;C;27;14;22;1;8;0.9;1.srp;0.541;0;0.1;0;0.9;1.svi;0.588;0.541;0.7;0.9;0.75;0.8;1.srp;2.svi;0.2;0.1;0.5;0.4;0.8;2.svi
251;Damian Jones;C;27;29;19;0;15.kol;1.kol;2.lip;0.714;0.5;0.7;0.714;1.ožu;1.kol;0.714;0.816;0.4;0.5;0.778;1.ožu;2.ožu;3.svi;0.6;0.3;0.5;0.7;2;4.lip
252;Derrick Jones Jr.;SF;25;5;64;0;14;1.kol;3.lip;0.5;0.4;1.ožu;0.338;1.tra;2.ožu;0.587;0.559;1;1.ožu;0.738;0.9;1.svi;2.tra;0.5;0.5;0.6;0.4;1.ožu;5
253;Herbert Jones;SF;24;19;66;66;29.lip;3.lip;7.lip;0.469;0.8;2.svi;0.335;2.srp;5.sij;0.536;0.525;1.ruj;2.tra;0.764;1.svi;2.lip;4.sij;2.svi;1.lip;0.6;1.ožu;3.vlj;9.kol
254;Kai Jones;C;22;4;46;0;12;1.svi;2.lip;0.558;0.1;0.4;0.211;1.tra;2.vlj;0.624;0.575;0.4;0.6;0.731;0.8;1.ruj;2.srp;0.3;0.4;0.7;0.7;1.tra;3.tra
255;Tre Jones;PG;23;27;68;65;29.2;5;10.ruj;0.459;0.7;2.ožu;0.285;4.tra;8.lip;0.506;0.489;2.vlj;2.svi;0.86;0.8;2.kol;3.lip;6.lip;1.ožu;0.1;1.lip;1.tra;12.ruj
256;Tyus Jones;PG;26;15;80;22;24.ožu;3.ruj;8.ruj;0.438;1.svi;4.sij;0.371;2.tra;4.kol;0.495;0.523;1;1.ožu;0.8;0.4;2.vlj;2.svi;5.vlj;1;0.1;0.9;0.4;10.ožu
257;DeAndre Jordan;C;34;8;39;8;15;2.ožu;2.ruj;0.765;0;0;1;2.vlj;2.ruj;0.763;0.77;0.6;1.vlj;0.458;1.ožu;3.kol;5.vlj;0.9;0.3;0.6;1.vlj;1.kol;5.sij
258;Cory Joseph;PG;31;9;62;2;19.kol;2.tra;5.srp;0.427;1.sij;2.ruj;0.389;1.ožu;2.kol;0.468;0.527;0.9;1.vlj;0.792;0.3;1.tra;1.srp;3.svi;0.5;0.1;0.9;1.tra;6.ruj
259;Nikola Jovi?;PF;19;16;15;8;13.lip;1.ruj;4.lip;0.406;0.5;2.ožu;0.229;1.ožu;2.ožu;0.588;0.464;1.vlj;1.ožu;0.947;0.6;1.svi;2.sij;0.7;0.5;0.1;0.7;1.ožu;5.svi
260;Johnny Juzang;SF;21;29;18;0;12.ruj;1.ruj;5.kol;0.337;0.8;3.svi;0.238;1.sij;2.ožu;0.488;0.409;0.1;0.2;0.5;0.4;1.srp;2.vlj;0.4;0.2;0.2;0.2;0.7;4.kol
261;Mfiondu Kabengele;PF;25;2;4;0;9;0.5;1.kol;0.286;0;0.8;0;0.5;1;0.5;0.286;0.5;0.5;1;1.ožu;1.ožu;2.svi;0;0.5;0;0.3;0.8;1.svi
262;Frank Kaminsky;C;29;0;36;0;6.svi;0.9;1.kol;0.492;0.4;0.9;0.394;0.5;0.8;0.6;0.595;0.4;0.4;0.875;0.2;1.ožu;1.tra;0.9;0.2;0.1;0.3;0.6;2.svi
262;Frank Kaminsky;C;29;1;26;0;6.kol;1;1.srp;0.568;0.4;0.9;0.478;0.5;0.8;0.667;0.693;0.4;0.5;0.833;0.1;1.ožu;1.tra;0.8;0.2;0;0.3;0.8;2.srp
262;Frank Kaminsky;C;29;11;10;0;5.ruj;0.6;1.ruj;0.316;0.2;1;0.2;0.4;0.9;0.444;0.368;0.4;0.4;1;0.4;1.vlj;1.lip;1.sij;0.1;0.3;0;0.1;1.kol
263;Trevor Keels;SG;19;20;3;0;2.srp;0.3;1.ožu;0.25;0.3;1.ožu;0.25;0;0;0;0.375;0;0;0;0;0.7;0.7;0;0;0;0;0;1
264;Luke Kennard;SG;26;0;59;14;22.ožu;3.vlj;6.svi;0.492;2.ožu;4.lip;0.494;0.9;1.ruj;0.487;0.666;0.6;0.7;0.949;0.3;2.tra;2.srp;1.svi;0.5;0.1;0.8;1.tra;9.ožu
