Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
357;Andrew Nembhard;SG;23;12;75;63;27.lip;3.kol;8.lip;0.441;1.vlj;3.svi;0.35;2.lip;5.sij;0.504;0.512;0.7;0.8;0.79;0.5;2.vlj;2.srp;4.svi;0.9;0.2;1.srp;2.tra;9.svi
358;Aaron Nesmith;SF;23;12;73;60;24.ruj;3.svi;8.sij;0.427;1.lip;4.ožu;0.366;1.ruj;3.kol;0.496;0.525;1.lip;1.ruj;0.838;0.8;2.ruj;3.kol;1.ožu;0.8;0.5;1;3.vlj;10.sij
359;Raul Neto;PG;30;6;48;1;10.svi;1.vlj;2.ožu;0.518;0.3;0.9;0.286;0.9;1.tra;0.662;0.573;0.6;0.7;0.912;0.2;0.8;1;1.lip;0.4;0.1;0.5;1;3.ožu
360;Georges Niang;PF;29;23;78;1;19.tra;2.kol;6.tra;0.442;2;4.ruj;0.401;0.9;1.svi;0.576;0.596;0.5;0.6;0.867;0.2;2.sij;2.tra;1;0.4;0.2;0.7;1.ruj;8.vlj
361;Daishen Nix;PG;20;11;57;7;16;1.tra;4.vlj;0.342;0.7;2.svi;0.286;0.7;1.srp;0.423;0.426;0.4;0.6;0.667;0.3;1.tra;1.srp;2.ožu;0.5;0.1;1.svi;1;4
362;Zeke Nnaji;PF;22;8;53;5;13.srp;2.sij;3.srp;0.561;0.3;1.vlj;0.262;1.kol;2.svi;0.71;0.605;0.8;1.vlj;0.645;1.vlj;1.tra;2.lip;0.3;0.3;0.4;0.6;2;5.vlj
363;Nerlens Noel;C;28;0;17;4;11.svi;0.8;2.sij;0.361;0.1;0.1;0.5;0.7;2;0.353;0.375;0.5;0.7;0.667;0.6;2.sij;2.srp;0.6;0.9;0.6;0.8;1.ruj;2.sij
363;Nerlens Noel;C;28;9;14;3;10.ruj;0.9;2.sij;0.4;0.1;0.1;0.5;0.8;2;0.393;0.417;0.5;0.7;0.7;0.5;2.sij;2.lip;0.5;0.9;0.6;0.6;1.kol;2.ožu
363;Nerlens Noel;C;28;3;3;1;14.ožu;0.3;2;0.167;0;0;0;0.3;2;0.167;0.167;0.3;0.7;0.5;1;2;3;1;1;0.3;1.srp;2.ožu;1
364;Jaylen Nowell;SG;23;18;65;2;19.ožu;4.ožu;9.lip;0.448;1;3.lip;0.289;3.ožu;6;0.542;0.502;1.vlj;1.svi;0.778;0.6;2.sij;2.lip;2;0.6;0.1;1;1.lip;10.kol
365;Frank Ntilikina;PG;24;7;47;5;12.ruj;1;2.kol;0.364;0.4;1.tra;0.254;0.7;1.tra;0.477;0.428;0.5;0.7;0.667;0.1;1.vlj;1.ožu;1.vlj;0.3;0.1;0.6;1.tra;2.ruj
366;Kendrick Nunn;SG-PG;27;0;70;2;13.kol;2.srp;6.tra;0.424;1.sij;3.vlj;0.354;1.lip;3.vlj;0.493;0.512;0.5;0.6;0.854;0.2;1.ožu;1.lip;1.ožu;0.4;0.1;0.9;0.9;7.sij
366;Kendrick Nunn;SG;27;14;39;2;13.svi;2.lip;6.tra;0.406;1.sij;3.vlj;0.325;1.lip;3.vlj;0.488;0.488;0.4;0.5;0.81;0.1;1.ožu;1.tra;0.9;0.3;0.1;0.8;0.9;6.srp
366;Kendrick Nunn;PG;27;30;31;0;14.sij;2.ruj;6.tra;0.447;1.vlj;3.sij;0.392;1.lip;3.ožu;0.5;0.543;0.6;0.6;0.9;0.3;1.tra;1.srp;1.kol;0.5;0.1;1.sij;1;7.svi
367;Jusuf Nurki?;C;28;25;52;52;26.kol;5;9.srp;0.519;0.8;2.ožu;0.361;4.vlj;7.tra;0.567;0.561;2.tra;3.srp;0.661;2.vlj;6.ruj;9.sij;2.ruj;0.8;0.8;2.ožu;3.lip;13.ožu
368;Jordan Nwora;SF;24;0;62;14;19.vlj;3.sij;7.vlj;0.436;1.tra;3.tra;0.408;1.srp;3.kol;0.462;0.533;1.sij;1.tra;0.791;0.8;2.ruj;3.srp;1.tra;0.4;0.2;1.sij;1.vlj;8.srp
368;Jordan Nwora;SF;24;17;38;3;15.srp;2;5.vlj;0.386;1.sij;2.srp;0.392;0.9;2.svi;0.379;0.487;1;1.sij;0.86;0.8;2.ožu;3.sij;1;0.3;0.2;0.9;0.9;6
368;Jordan Nwora;SF;24;12;24;11;24.lip;4.ruj;10.ožu;0.476;1.ruj;4.svi;0.422;3;5.kol;0.518;0.569;1.ožu;1.kol;0.721;0.9;3.kol;4.srp;2.sij;0.5;0.3;1.ožu;1.srp;13
369;Royce O'Neale;SF;29;3;76;53;31.srp;3;7.kol;0.386;2.sij;5.svi;0.389;0.9;2.ožu;0.379;0.524;0.7;0.9;0.725;0.7;4.ožu;5.sij;3.srp;0.9;0.6;1.svi;3.sij;8.kol
370;Chuma Okeke;SF;24;22;27;8;19.vlj;1.lip;4.svi;0.352;1;3.vlj;0.302;0.6;1.ožu;0.472;0.459;0.6;0.8;0.762;1;2.lip;3.lip;1.tra;0.7;0.4;0.6;1.svi;4.srp
371;Josh Okogie;SG;24;24;72;26;18.kol;2.ožu;5.kol;0.391;0.9;2.srp;0.335;1.ožu;3;0.442;0.471;1.ruj;2.srp;0.724;1.svi;2;3.svi;1.svi;0.8;0.5;0.9;1.lip;7.ožu
372;Onyeka Okongwu;C;22;1;80;18;23.sij;4;6.vlj;0.638;0.1;0.2;0.308;3.ruj;6.sij;0.647;0.642;1.ruj;2.svi;0.781;2.srp;4.svi;7.vlj;1;0.7;1.ožu;1;3.sij;9.ruj
373;Isaac Okoro;SF;22;6;76;46;21.srp;2.ožu;4.srp;0.494;0.8;2.ožu;0.363;1.svi;2.tra;0.617;0.582;1;1.tra;0.757;0.7;1.kol;2.svi;1.sij;0.7;0.4;0.6;2.sij;6.tra
374;KZ Okpala;PF;23;26;35;3;7.sij;0.5;1.sij;0.421;0.2;0.6;0.333;0.3;0.5;0.529;0.513;0.2;0.2;0.875;0.2;0.8;1;0.4;0.2;0.2;0.2;1.sij;1.ožu
375;Victor Oladipo;SG;30;16;42;2;26.ožu;3.kol;9.lip;0.397;1.srp;5;0.33;2.sij;4.svi;0.471;0.484;1.tra;1.ruj;0.747;0.4;2.srp;3;3.svi;1.tra;0.3;2.sij;2.tra;10.srp
376;Kelly Olynyk;C;31;29;68;68;28.lip;4.sij;8.vlj;0.499;1.tra;3.svi;0.394;2.srp;4.srp;0.576;0.583;2.ruj;3.tra;0.853;1.vlj;5;6.vlj;3.srp;0.9;0.5;2.svi;3.tra;12.svi
377;Eugene Omoruyi;SF;25;0;40;6;16.sij;2.svi;5.srp;0.443;0.6;2.vlj;0.281;1.ruj;3.svi;0.547;0.498;1.ožu;1.ruj;0.68;1.sij;1.srp;2.kol;0.7;0.7;0.1;0.9;2.ožu;7
377;Eugene Omoruyi;SF;25;21;23;2;11.kol;1.ruj;4.sij;0.468;0.3;1.ožu;0.258;1.lip;2.srp;0.571;0.511;0.7;1.vlj;0.607;1;1.ožu;2.ožu;0.5;0.6;0;0.7;2;4.ruj
377;Eugene Omoruyi;SF;25;9;17;4;21.ruj;3.tra;7.ruj;0.425;1;3.tra;0.293;2.tra;4.svi;0.526;0.489;2;2.kol;0.723;1.vlj;2.vlj;3.svi;1;0.8;0.2;1.sij;2.lip;9.srp
378;Cedi Osman;SF;27;6;77;2;20.sij;3.sij;6.ruj;0.451;1.svi;4.sij;0.372;1.lip;2.kol;0.564;0.56;1;1.tra;0.694;0.3;2;2.ožu;1.svi;0.5;0.1;0.7;1.lip;8.srp
379;Kelly Oubre Jr.;SF;27;4;48;40;32.3;7.tra;17.sij;0.431;2.ožu;7.sij;0.319;5.sij;10;0.51;0.497;3.ožu;4.ožu;0.76;1.tra;3.kol;5.vlj;1.sij;1.tra;0.4;1.ožu;2.ruj;20.ožu
380;Chris Paul;PG;37;24;59;59;32;5;11.ožu;0.44;1.srp;4.tra;0.375;3.ožu;6.ruj;0.482;0.513;2.ožu;2.srp;0.831;0.5;3.kol;4.ožu;8.ruj;1.svi;0.4;1.ruj;2.sij;13.ruj
381;Cameron Payne;PG;28;24;48;15;20.vlj;3.ruj;9.tra;0.415;1.tra;3.ruj;0.368;2.svi;5.lip;0.448;0.49;1;1.ožu;0.766;0.3;2;2.vlj;4.svi;0.7;0.2;1.srp;1.kol;10.ožu
382;Gary Payton II;PG;30;0;22;1;16.srp;1.ruj;3.sij;0.594;0.6;1.vlj;0.5;1.ožu;2;0.651;0.688;0.3;0.3;0.857;1.sij;2;3.sij;1.tra;1;0.2;0.7;2;4.lip
382;Gary Payton II;PG;30;25;15;1;17;1.lip;2.srp;0.585;0.6;1.sij;0.529;1;1.lip;0.625;0.695;0.3;0.3;1;0.7;1.ruj;2.lip;1.svi;1.sij;0.1;0.8;1.ruj;4.sij
382;Gary Payton II;PG;30;10;7;0;16;2.tra;4;0.607;0.6;1.ožu;0.444;1.ruj;2.srp;0.684;0.679;0.3;0.4;0.667;2;2.ožu;4.ožu;1.sij;0.9;0.6;0.6;2;5.srp
383;Theo Pinson;SG;27;7;40;1;8.sij;0.8;2.vlj;0.356;0.6;1.lip;0.355;0.2;0.6;0.36;0.483;0.3;0.3;0.846;0.3;1.ožu;1.lip;1.vlj;0.2;0;0.3;0.9;2.tra
384;Scotty Pippen Jr.;PG;22;14;6;0;5.ožu;0.7;2;0.333;0.2;0.5;0.333;0.5;1.svi;0.333;0.375;0.8;1.svi;0.556;0.3;0.3;0.7;0.3;0.3;0.2;0.3;0.5;2.ožu
385;Mason Plumlee;C;32;0;79;60;26;4.vlj;6.sij;0.68;0;0;0;4.vlj;6.sij;0.68;0.68;2.svi;4;0.636;2.ruj;6;8.ruj;3.sij;0.6;0.6;1.svi;2.srp;10.kol
385;Mason Plumlee;C;32;4;56;56;28.svi;4.srp;7.sij;0.669;0;0;0;4.srp;7.sij;0.669;0.669;2.kol;4.lip;0.605;3.ožu;6.ožu;9.srp;3.srp;0.6;0.6;1.lip;2.ruj;12.vlj
385;Mason Plumlee;C;32;13;23;4;19.ruj;2.kol;3.kol;0.727;0;0;0;2.kol;3.kol;0.727;0.727;1.ruj;2.svi;0.772;1.kol;5.sij;6.ruj;1.srp;0.5;0.5;1.ožu;2.tra;7.svi
386;Jakob Poeltl;C;27;0;72;71;26.svi;5.tra;8.lip;0.629;0;0;0;5.tra;8.lip;0.63;0.629;1.srp;2.kol;0.592;3.ožu;5.kol;9.sij;2.srp;0.9;1.vlj;1.srp;2.srp;12.svi
386;Jakob Poeltl;C;27;27;46;46;26.sij;5.vlj;8.tra;0.616;0;0;0;5.vlj;8.tra;0.618;0.616;1.srp;2.kol;0.605;3.ožu;5.srp;9;3.sij;0.8;1.sij;2.sij;2.lip;12.sij
386;Jakob Poeltl;C;27;28;26;25;27.vlj;5.kol;8.kol;0.652;0;0;0;5.kol;8.kol;0.652;0.652;1.lip;2.kol;0.569;3.vlj;5.ruj;9.sij;2.vlj;1.vlj;1.ožu;1.sij;3;13.sij
387;Aleksej Pokusevski;PF;21;21;34;25;20.lip;3.vlj;7.ožu;0.434;1.sij;3.sij;0.365;2.sij;4.ožu;0.483;0.51;0.6;1;0.629;1.ožu;3.tra;4.srp;1.ruj;0.6;1.ožu;1.ožu;1.srp;8.sij
388;Jordan Poole;PG;23;10;82;43;30;6.srp;15.lip;0.43;2.lip;7.kol;0.336;4.sij;7.kol;0.524;0.514;4.tra;5.sij;0.87;0.4;2.tra;2.srp;4.svi;0.8;0.3;3.sij;2.lip;20.tra
389;Kevin Porter Jr.;PG;22;11;59;59;34.3;6.lip;15;0.442;2.tra;6.svi;0.366;4.vlj;8.svi;0.501;0.522;3.svi;4.svi;0.784;1.ožu;4;5.ožu;5.srp;1.tra;0.3;3.vlj;2.lip;19.vlj
390;Michael Porter Jr.;SF;24;8;62;62;29;6.tra;13.vlj;0.487;3;7.ožu;0.414;3.tra;5.ruj;0.579;0.602;1.svi;1.ruj;0.8;1;4.svi;5.svi;1;0.6;0.5;1.sij;1.ruj;17.tra
391;Otto Porter Jr.;SF;29;28;8;2;18.ožu;1.ruj;3.kol;0.5;0.8;2.sij;0.353;1.sij;1.lip;0.692;0.6;1;1;1;0.8;1.lip;2.tra;1;1.tra;0;0.5;0.9;5.svi
392;Bobby Portis;PF;27;17;70;22;26;5.srp;11.svi;0.496;1.tra;3.srp;0.37;4.ožu;7.kol;0.555;0.555;1.tra;1.kol;0.768;2.vlj;7.tra;9.lip;1.svi;0.4;0.2;1.vlj;1.lip;14.sij
393;Kristaps Porzi??is;C;27;30;65;65;32.6;7.kol;15.srp;0.498;2.sij;5.svi;0.385;5.srp;10.vlj;0.559;0.565;5.tra;6.tra;0.851;1.kol;6.lip;8.tra;2.srp;0.9;1.svi;2.sij;3;23.vlj
394;Micah Potter;PF;24;29;7;0;7.tra;1.tra;2.sij;0.667;0.6;1;0.571;0.9;1.sij;0.75;0.8;0;0;0;0.4;1.ruj;2.ožu;0.6;0.1;0;0.3;0.7;3.tra
395;Dwight Powell;C;31;7;76;64;19.vlj;2.lip;3.svi;0.732;0;0.1;0;2.lip;3.svi;0.746;0.732;1.svi;2.vlj;0.667;2;2.vlj;4.sij;0.9;0.6;0.3;0.9;2.kol;6.srp
396;Norman Powell;SG;29;13;60;8;26.sij;5.srp;11.kol;0.479;1.ruj;4.kol;0.397;3.kol;7.sij;0.534;0.559;3.kol;4.lip;0.812;0.4;2.svi;2.ruj;1.kol;0.8;0.3;1.srp;2.sij;17
397;Jason Preston;PG;23;13;14;0;8.ruj;1.ožu;2.ruj;0.439;0.4;1.ožu;0.278;0.9;1.lip;0.565;0.5;0;0.1;0;0.1;1.tra;1.lip;1.ruj;0.1;0;0.7;0.5;2.ruj
398;Joshua Primo;SG;20;27;4;0;23.ožu;2.ožu;6.svi;0.346;0.8;3;0.25;1.svi;3.svi;0.429;0.404;1.kol;2.ožu;0.778;0.5;2.kol;3.ožu;4.svi;0.3;0.5;2.kol;2;7
399;Taurean Prince;SF;28;18;54;4;22.sij;3.ožu;7;0.467;1.tra;3.lip;0.381;1.ruj;3.tra;0.557;0.565;1.vlj;1.tra;0.844;0.3;2.vlj;2.tra;1.lip;0.5;0.3;1.ožu;2.ožu;9.sij
400;Payton Pritchard;PG;25;2;48;3;13.tra;2.sij;5.sij;0.412;1.vlj;3.vlj;0.364;0.9;1.ruj;0.495;0.527;0.3;0.3;0.75;0.5;1.ožu;1.kol;1.ožu;0.3;0;0.8;0.8;5.lip
401;Trevelin Queen;SG;25;12;7;0;10;1;4.sij;0.241;0.3;2.sij;0.133;0.7;2;0.357;0.276;0.7;0.7;1;1.sij;1.ožu;2.tra;0.9;0.3;0.7;1;0.6;3
402;Neemias Queta;C;23;26;5;0;5.kol;1.vlj;1.kol;0.667;0;0;0;1.vlj;1.kol;0.667;0.667;0;0.4;0;1;1.vlj;2.vlj;0.2;0;0.4;0.2;1.tra;2.tra
403;Immanuel Quickley;PG;23;20;81;21;28.ruj;5.vlj;11.lip;0.448;2.sij;5.lip;0.37;3.sij;6;0.521;0.537;2.svi;3.sij;0.819;0.7;3.tra;4.vlj;3.tra;1;0.2;1.vlj;2;14.ruj
404;Lester Quinones;SG;22;10;4;0;4.svi;0.5;1.ožu;0.4;0.5;1;0.5;0;0.3;0;0.6;1;1.svi;0.667;0.3;0.5;0.8;0.5;0.3;0;1.ožu;0;2.svi
405;Julius Randle;PF;28;20;77;77;35.5;8.svi;18.lip;0.459;2.kol;8.ožu;0.343;5.srp;10.ožu;0.553;0.536;5.vlj;6.ruj;0.757;1.kol;8.sij;10;4.sij;0.6;0.3;2.kol;3;25.sij
406;Austin Reaves;SG;24;14;64;22;28.kol;4;7.srp;0.529;1.ožu;3.tra;0.398;2.srp;4.ožu;0.631;0.616;3.lip;4.sij;0.864;0.5;2.svi;3;3.tra;0.5;0.3;1.svi;1.srp;13
407;Cam Reddish;SF;23;0;40;20;24.kol;3.svi;7.kol;0.446;1.sij;3.lip;0.313;2.tra;4.vlj;0.56;0.518;1.lip;1.ruj;0.853;0.5;1.kol;2.vlj;1.tra;1;0.4;1.vlj;1.kol;9.srp
407;Cam Reddish;SF;23;20;20;8;21.ruj;3.sij;6.kol;0.449;0.9;2.kol;0.304;2.vlj;4;0.55;0.511;1.svi;1.srp;0.879;0.4;1.vlj;1.lip;1;0.8;0.4;0.8;1.lip;8.tra
407;Cam Reddish;SF;23;25;20;12;27.lip;3.ruj;8.kol;0.443;1.tra;4.tra;0.318;2.svi;4.tra;0.568;0.523;1.kol;2.sij;0.833;0.6;2.ožu;2.ruj;1.ruj;1.vlj;0.3;1.lip;2;11
408;Davon Reed;SG;27;0;43;1;8;0.7;2;0.333;0.4;1.sij;0.37;0.3;0.9;0.289;0.435;0.4;0.6;0.667;0.2;1.sij;1.tra;0.5;0.3;0.1;0.5;0.9;2.sij
408;Davon Reed;SG;27;8;35;1;9;0.7;2.ožu;0.313;0.5;1.ožu;0.364;0.3;1;0.25;0.413;0.4;0.6;0.75;0.3;1.ožu;1.lip;0.5;0.4;0.1;0.6;1;2.ožu
408;Davon Reed;SG;27;14;8;0;3.tra;0.4;0.5;0.75;0.1;0.3;0.5;0.3;0.3;1;0.875;0.1;0.5;0.25;0.1;0.4;0.5;0.5;0.3;0;0;0.4;1
409;Paul Reed;C;23;23;69;2;10.ruj;1.kol;3;0.593;0;0.1;0.167;1.kol;2.ruj;0.606;0.596;0.6;0.7;0.745;1.lip;2.vlj;3.kol;0.4;0.7;0.7;0.7;1.kol;4.vlj
410;Naz Reid;C;23;18;68;11;18.tra;4.lip;8.svi;0.537;1.sij;3.vlj;0.346;3.svi;5.ožu;0.653;0.602;1.ožu;1.ruj;0.677;1.sij;3.kol;4.ruj;1.sij;0.6;0.8;1.tra;2.lip;11.svi
411;Jared Rhoden;SG;23;9;14;0;14.sij;1.vlj;3.sij;0.386;0.4;1.tra;0.25;0.9;1.srp;0.5;0.443;0.4;0.4;1;0.8;1.ruj;2.lip;0.3;0.3;0.1;0.2;1.lip;3.vlj
412;Nick Richards;C;25;4;65;9;18.srp;3;4.kol;0.629;0;0;1;3;4.kol;0.628;0.631;2.sij;2.kol;0.749;2.ožu;4.sij;6.tra;0.6;0.2;1.sij;0.9;2.tra;8.vlj
413;Josh Richardson;SG;29;0;65;10;23.svi;3.srp;8.svi;0.431;1.lip;4.svi;0.365;2;4;0.506;0.528;1.sij;1.vlj;0.852;0.6;2.sij;2.srp;2.srp;1.sij;0.3;1.ožu;1.kol;10.sij
413;Josh Richardson;SG;29;27;42;6;23.srp;4.vlj;9.srp;0.436;1.kol;4.ruj;0.357;2.svi;4.srp;0.518;0.527;1.ožu;1.tra;0.883;0.7;2.sij;2.kol;3.ožu;1;0.3;1.svi;1.srp;11.svi
413;Josh Richardson;SG;29;19;23;4;23.vlj;2.srp;6.tra;0.419;1.tra;3.srp;0.384;1.ožu;2.srp;0.468;0.53;0.7;0.9;0.762;0.5;2;2.tra;1.lip;1.ožu;0.4;1;2;7.svi
414;Austin Rivers;SG;30;18;52;10;19.svi;1.kol;4;0.435;0.8;2.tra;0.35;0.9;1.srp;0.558;0.538;0.6;0.8;0.769;0.1;1.svi;1.lip;1.tra;0.5;0.1;0.4;1.svi;4.ruj
415;Duncan Robinson;SF;28;16;42;1;16.svi;2.sij;5.lip;0.371;1.svi;4.lip;0.328;0.6;1.sij;0.556;0.504;0.7;0.8;0.906;0.2;1.svi;1.lip;1.sij;0.3;0;0.7;1.kol;6.tra
416;Mitchell Robinson;C;24;20;59;58;27;3.vlj;4.srp;0.671;0;0;0;3.vlj;4.srp;0.671;0.671;1;2.sij;0.484;4.svi;4.ruj;9.tra;0.9;0.9;1.kol;0.7;2.srp;7.tra
417;Orlando Robinson;C;22;16;31;1;13.srp;1.svi;2.ruj;0.528;0;0.2;0;1.svi;2.srp;0.566;0.528;0.7;1;0.71;1.svi;2.svi;4.sij;0.8;0.4;0.4;0.5;1.srp;3.srp
418;Jeremiah Robinson-Earl;PF;22;21;43;20;18.ruj;2.lip;5.kol;0.444;0.9;2.lip;0.333;1.srp;3.vlj;0.533;0.518;0.8;1;0.833;1.srp;2.svi;4.vlj;1;0.6;0.3;0.4;1.srp;6.kol
419;Isaiah Roby;PF;24;27;42;2;11.ožu;1.lip;3.srp;0.432;0.4;1.tra;0.3;1.vlj;2.ožu;0.516;0.49;0.5;1;0.488;0.5;2;2.svi;0.9;0.4;0.2;0.7;1.ožu;4.sij
420;David Roddy;PF;21;15;70;4;18;2.lip;6;0.429;0.9;3;0.307;1.lip;3;0.553;0.506;0.6;0.9;0.631;0.7;2;2.kol;0.8;0.4;0.3;0.8;1.svi;6.srp
421;Ryan Rollins;PG;20;10;12;0;5.vlj;0.6;1.srp;0.35;0.3;0.8;0.333;0.3;0.9;0.364;0.425;0.5;0.5;1;0.3;0.8;1;0.5;0.1;0.1;1.ožu;0.8;1.ruj
422;Derrick Rose;PG;34;20;27;0;12.svi;2.ožu;5.ruj;0.384;0.7;2.ožu;0.302;1.lip;3.lip;0.438;0.443;0.4;0.4;0.917;0.3;1.vlj;1.svi;1.srp;0.3;0.2;0.8;0.7;5.lip
423;Terrence Ross;SG;31;0;63;9;21.sij;3.vlj;7.tra;0.43;1.svi;4.sij;0.368;1.srp;3.ožu;0.507;0.532;0.4;0.5;0.794;0.3;2.sij;2.tra;1.svi;0.6;0.2;0.7;1.svi;8.ožu
423;Terrence Ross;SG;31;22;42;9;22.svi;3.sij;7.sij;0.431;1.svi;3.kol;0.381;1.lip;3.ožu;0.489;0.533;0.4;0.5;0.75;0.2;1.kol;2;1.ožu;0.6;0.2;0.9;1.ožu;8
423;Terrence Ross;SG;31;24;21;0;18.tra;3.tra;7.ruj;0.428;1.lip;4.srp;0.347;1.kol;3.vlj;0.544;0.53;0.6;0.7;0.857;0.6;2.srp;3.ožu;2;0.5;0.1;0.3;2.sij;9
424;Terry Rozier;SG;28;4;63;63;35.3;7.kol;18.ruj;0.415;2.lip;8;0.327;5.vlj;10.kol;0.48;0.484;2.kol;3.svi;0.809;0.8;3.ožu;4.sij;5.sij;1.vlj;0.3;2.sij;1.ruj;21.sij
425;Ricky Rubio;PG;32;6;33;2;17.vlj;1.kol;5.tra;0.343;0.6;2.svi;0.256;1.vlj;2.ruj;0.417;0.402;0.8;1.sij;0.8;0.3;1.kol;2.sij;3.svi;0.8;0.2;0.9;1.svi;5.vlj
426;D'Angelo Russell;PG;26;0;71;71;32.5;6.ožu;13.tra;0.469;2.srp;6.ruj;0.396;3.svi;6.svi;0.548;0.572;2.svi;3;0.829;0.5;2.svi;3;6.vlj;1;0.4;2.lip;2;17.kol
426;D'Angelo Russell;PG;26;18;54;54;32.9;6.ožu;13.svi;0.465;2.srp;7;0.391;3.svi;6.tra;0.546;0.567;2.lip;3.sij;0.856;0.5;2.svi;3.sij;6.vlj;1.sij;0.4;2.srp;2.vlj;17.ruj
426;D'Angelo Russell;PG;26;14;17;17;30.ruj;6.ožu;13;0.484;2.srp;6.svi;0.414;3.lip;6.svi;0.555;0.588;2.sij;2.ruj;0.735;0.4;2.svi;2.ruj;6.sij;0.6;0.5;2.ožu;1.tra;17.tra
427;Matt Ryan;SF;25;0;34;0;9.sij;1.vlj;3.vlj;0.37;0.9;2.svi;0.381;0.2;0.7;0.333;0.519;0.3;0.4;0.833;0.1;0.6;0.8;0.5;0.1;0;0.2;0.8;3.lip
427;Matt Ryan;SF;25;14;12;0;10.kol;1.ožu;4.sij;0.306;1.sij;2.ruj;0.371;0.2;1.vlj;0.143;0.439;0.3;0.4;0.8;0.2;1;1.vlj;0.3;0.2;0;0.3;1.vlj;3.ruj
427;Matt Ryan;SF;25;18;22;0;8.vlj;1.sij;2.srp;0.424;0.9;2.vlj;0.388;0.3;0.5;0.6;0.585;0.3;0.3;0.857;0.1;0.5;0.5;0.5;0.1;0;0.2;0.6;3.tra
428;Domantas Sabonis;C;26;26;79;79;34.6;7.ožu;11.ruj;0.615;0.4;1.sij;0.373;6.ruj;10.kol;0.639;0.632;4.sij;5.svi;0.742;3.vlj;9.sij;12.ožu;7.ožu;0.8;0.5;2.ruj;3.svi;19.sij
429;Luka Šamani?;PF;23;29;7;4;23;3.srp;8.sij;0.456;1.sij;4.tra;0.258;2.lip;3.srp;0.692;0.526;1.ožu;1.ruj;0.692;0;4.ožu;4.ožu;2.sij;0.9;0.3;1.tra;2.tra;9.ruj
430;Dario Šari?;PF;28;0;57;12;14.sij;2.vlj;4.ruj;0.458;0.8;2;0.391;1.tra;2.kol;0.506;0.54;1.sij;1.ožu;0.829;0.9;2.srp;3.lip;1.ožu;0.4;0.1;1;1.srp;6.tra
430;Dario Šari?;PF;28;24;37;12;14.tra;2.sij;4.kol;0.427;0.7;1.ruj;0.391;1.ožu;2.ruj;0.45;0.503;1;1.vlj;0.818;1.sij;2.kol;3.kol;1.svi;0.4;0.1;1;1.ruj;5.kol
430;Dario Šari?;PF;28;21;20;0;13.srp;2.lip;5;0.515;0.9;2.ožu;0.391;1.srp;2.srp;0.623;0.606;1.tra;1.lip;0.844;0.7;2.lip;3.ožu;0.9;0.4;0.1;1;1.svi;7.tra
431;Olivier Sarr;C;23;21;9;1;12.srp;1.srp;3.ožu;0.5;0.1;0.9;0.125;1.lip;2.tra;0.636;0.517;0.6;0.8;0.714;1.ožu;2.sij;3.tra;0.4;0.1;0.6;0.4;1.ruj;4
432;Jordan Schakel;SF;24;30;2;0;3;0.5;1;0.5;0.5;0.5;1;0;0.5;0;0.75;0;0;0;0;0;0;0.5;0.5;0;0;0.5;1.svi
433;Admiral Schofield;PF;25;22;37;0;12.vlj;1.svi;3.ožu;0.451;0.6;2;0.324;0.8;1.ožu;0.646;0.549;0.6;0.6;0.913;0.6;1.sij;1.srp;0.8;0.2;0.1;0.4;1.lip;4.vlj
434;Dennis Schröder;PG;29;14;66;50;30.sij;4.sij;9.kol;0.415;1.sij;3.tra;0.329;3;6.tra;0.461;0.472;3.ožu;3.kol;0.857;0.3;2.vlj;2.svi;4.svi;0.8;0.2;1.srp;2.vlj;12.lip
435;Jay Scrubb;SG;22;22;2;0;15;2.svi;3.svi;0.714;1;1;1;1.svi;2.svi;0.6;0.857;0.5;1;0.5;0;3;3;0.5;1;0;1.svi;1;6.svi
436;Dereon Seabron;SG;22;19;5;0;2.tra;0.4;1;0.4;0;0;0;0.4;1;0.4;0.4;0;0;0;0.2;0;0.2;0;0;0;0;0.2;0.8
437;Alperen Þengün;C;20;11;75;72;28.ruj;5.ruj;10.srp;0.553;0.3;0.8;0.333;5.lip;9.ruj;0.57;0.565;2.srp;3.kol;0.715;3.vlj;5.kol;9;3.ruj;0.9;0.9;2.lip;3.tra;14.kol
438;Collin Sexton;SG;24;29;48;15;23.ruj;4.ruj;9.kol;0.506;1;2.svi;0.393;3.ruj;7.vlj;0.546;0.558;3.tra;4.sij;0.819;0.8;1.tra;2.vlj;2.ruj;0.6;0.1;1.kol;2.ožu;14.ožu
439;Landry Shamet;SG;25;24;40;9;20.vlj;2.kol;7.svi;0.377;1.ruj;5;0.377;1;2.svi;0.376;0.502;1.sij;1.ožu;0.882;0.3;1.tra;1.srp;2.ožu;0.7;0.1;0.9;1.svi;8.srp
440;Day'Ron Sharpe;C;21;3;48;3;11.svi;1.ruj;3.lip;0.544;0.1;0.2;0.545;1.kol;3.ožu;0.544;0.561;0.7;1.sij;0.636;2.sij;2.sij;4.vlj;0.8;0.3;0.7;0.9;1.ruj;4.srp
